"Array Disk Name","Array Name","Array Model","Datastore/RDM","Type","Paths","VMware Disk Identifier","Path IDs","Array Disk RAID","Array Disk Total Capacity","Array Disk Allocated Capacity","Array Disk Provisioned","Array Disk Type","Compaction Ratio","Deduplication Ratio","Compression Ratio","Storage Pool","Estimated Max Pool Capacity","Storage Pool Domain Name","Copy Pool Name","Replicated","Physical Device Type","Zero Detection","Volume ID","Volume Status","Creation Time","Expiration Time","Retention Time","User Space Warning","User Space Limit","Copy Space Warning","Copy Space Limit"
"Datastore__219_6486541","multi-tier-array","MSA 2060 SAS","Datastore @219","Datastore","2","naa.600c0ff00044701f23a27f5f01000000","vmhba3:C0:T0:L230,vmhba3:C0:T1:L230","Virtual Pool","70.25 GB","164.00 MB","Thin","Standard","","","","A","2.12 TB","","","","","Disabled","00c0ff44701f000023a27f5f01000000","NORMAL","","","","0%","0%","0%",""
